# BEAST v1.8.1, r6542
# Generated Wed Jan 21 11:40:54 PST 2015 [seed=1421869242079]
state	posterior	prior	likelihood	treeModel.rootHeight	constant.popSize	clock.rate	treeLikelihood	coalescent
370000	-243332.00406831363	-1232.6909925579814	-242099.31307575566	60092.55902084286	1790715.564788022	8.391012123396285E-5	-242099.31307575566	-1227.678631020455
371000	-243320.81195103913	-1232.7554067612016	-242088.05654427793	60105.63233271359	2247728.5588578745	8.419353062803492E-5	-242088.05654427793	-1227.5123684993996
372000	-243322.00305855856	-1236.986009164462	-242085.0170493941	64313.032945875755	2508145.7430083524	8.165140446902122E-5	-242085.0170493941	-1231.6640064117737
373000	-243342.9665873738	-1246.3469808468747	-242096.61960652695	73205.01823163473	2298867.764030717	7.015354561891099E-5	-242096.61960652695	-1241.263877772993
374000	-243339.37625313454	-1247.1271166027316	-242092.2491365318	73502.26677174709	2891403.195454779	7.083305068117762E-5	-242092.2491365318	-1241.8050489743766
375000	-243337.30956586462	-1245.7181547806542	-242091.59141108397	73464.4715843784	2546514.1447092704	7.086949208427562E-5	-242091.59141108397	-1240.522589312827
376000	-243353.0968076552	-1253.0455357045669	-242100.05127195065	83709.58063130725	2852930.8107058913	6.50191702472947E-5	-242100.05127195065	-1247.8225067307524
377000	-243359.3006751366	-1263.9044338827703	-242095.39624125382	96150.49305937075	2862332.157539572	5.671578499507681E-5	-242095.39624125382	-1258.8147445835657
378000	-243388.9724326592	-1279.663538119594	-242109.30889453963	116420.01275233057	3529143.425034679	4.599115895162961E-5	-242109.30889453963	-1274.5740337525788
379000	-243401.00130810647	-1305.014026682982	-242095.9872814235	156582.75601963108	4795258.464665255	3.389706602335945E-5	-242095.9872814235	-1299.9230706104877
380000	-243391.0588157679	-1293.245555619341	-242097.81326014857	135703.90084639718	4136621.933283279	3.9565706855505516E-5	-242097.81326014857	-1288.1477133681447
381000	-243374.6538280584	-1278.73777423414	-242095.91605382424	115778.69487554094	3817297.731619244	4.631438442270776E-5	-242095.91605382424	-1273.562778870429
382000	-243351.87377106765	-1269.7013347259797	-242082.17243634167	100224.46268553492	3152244.542750158	5.32891471111621E-5	-242082.17243634167	-1264.5774872821225
383000	-243354.2227166692	-1272.558322173076	-242081.66439449613	107616.27589147836	3481337.256485737	5.1262787994864636E-5	-242081.66439449613	-1267.3739405752528
384000	-243361.86293606457	-1273.7845513219638	-242088.0783847426	104552.15009933595	3929431.510276373	5.112338690544551E-5	-242088.0783847426	-1268.4818144985263
385000	-243373.09549566798	-1273.9455174514123	-242099.14997821656	102260.25650039445	3626505.943525675	4.972640521458779E-5	-242099.14997821656	-1268.7507117326163
386000	-243361.09478007178	-1269.044369852547	-242092.05041021924	98142.08866546064	3040054.890134057	5.234138684041069E-5	-242092.05041021924	-1263.974706887816
387000	-243349.3510156097	-1255.5332358229327	-242093.81777978677	80992.02877620711	2753572.5745118186	6.435328073830127E-5	-242093.81777978677	-1250.3559487209068
388000	-243358.03314569668	-1254.06301325719	-242103.97013243948	79443.59301611263	3054155.1847512084	6.357686708270211E-5	-242103.97013243948	-1248.7942605590117
389000	-243360.47314565926	-1254.9464492137986	-242105.52669644545	82965.49523119366	2897796.0967416614	6.380857595126428E-5	-242105.52669644545	-1249.726611131752
390000	-243380.36369155758	-1270.3655155834492	-242109.99817597412	104521.42117280595	3370126.09698464	5.232516129428322E-5	-242109.99817597412	-1265.1930880714076
391000	-243370.37354912376	-1263.0625948347679	-242107.310954289	89945.54541243537	3054705.5695742927	5.693717288173821E-5	-242107.310954289	-1257.903963193573
392000	-243380.89106650613	-1265.602152087355	-242115.28891441878	92171.80260662614	3047796.032246033	5.5117888340405327E-5	-242115.28891441878	-1260.4782590545776
393000	-243366.3314789164	-1269.057974015769	-242097.27350490063	95376.82674839346	3235108.1853295113	5.3370227269024894E-5	-242097.27350490063	-1263.90665859753
394000	-243379.67995153877	-1272.0871928287825	-242107.59275870997	101701.09394486244	3560864.697100145	5.095802149902216E-5	-242107.59275870997	-1266.8861872350456
395000	-243367.20657553285	-1258.5337284083485	-242108.67284712452	85608.97432342528	2875049.2166018663	6.102977522422036E-5	-242108.67284712452	-1253.3662967519156
396000	-243348.92018923923	-1245.0445812366681	-242103.87560800256	72456.76241817333	2236663.459974257	7.194357772190567E-5	-242103.87560800256	-1239.96371383899
397000	-243351.04324004444	-1240.6705234679143	-242110.37271657653	70580.56205886375	2251564.484046768	7.457669889681389E-5	-242110.37271657653	-1235.5470700558908
398000	-243348.24148611518	-1238.4453179656555	-242109.79616814954	68131.01669175061	2321327.8699962776	7.841656867826986E-5	-242109.79616814954	-1233.2411433457441
399000	-243322.91395355982	-1228.641046185825	-242094.272907374	58122.38722416993	1715953.5276358167	8.91734635817509E-5	-242094.272907374	-1223.6104937650753
400000	-243304.1666562539	-1222.756625309361	-242081.41003094453	54400.249503638646	1850865.679986956	9.415028502712599E-5	-242081.41003094453	-1217.596079562119
401000	-243294.03400289346	-1212.1232566665146	-242081.91074622693	47783.232711126104	1691056.459074552	1.0832635409567718E-4	-242081.91074622693	-1206.9127547413211
402000	-243297.1115111074	-1211.0741482397148	-242086.03736286768	46924.63958756765	1599633.4328407147	1.0994089096794994E-4	-242086.03736286768	-1205.9044308746634
403000	-243311.04961514683	-1214.1518831397184	-242096.8977320071	48478.44019111246	1840992.467467057	1.0676967909805471E-4	-242096.8977320071	-1208.8709043463784
404000	-243319.44032183496	-1218.7616912421925	-242100.67863059277	51070.730490182345	1840080.6810093923	1.0008318563978399E-4	-242100.67863059277	-1213.5458801265731
405000	-243317.73987184622	-1209.5397899848572	-242108.20008186137	48764.047734691696	1552761.076864131	1.1361615293659556E-4	-242108.20008186137	-1204.366929611196
406000	-243314.2661339782	-1225.2318542763776	-242089.03427970182	56602.802336645276	1830962.0768814054	9.383976313931687E-5	-242089.03427970182	-1220.0854240423462
407000	-243308.96191156603	-1218.6083413020683	-242090.35357026395	54781.67889585273	1699705.1445863096	9.879034185280622E-5	-242090.35357026395	-1213.484886664961
408000	-243309.24751932963	-1210.7865910296398	-242098.4609283	48189.28792279572	1406585.257618269	1.1062857703517825E-4	-242098.4609283	-1205.7392476280793
409000	-243303.59548558487	-1205.5013311093958	-242098.09415447546	45001.3862863928	1391390.0051427814	1.1921684923407898E-4	-242098.09415447546	-1200.3900837609472
410000	-243319.14533706827	-1217.4199789548995	-242101.72535811338	52419.21734682271	1697772.184699961	1.0314765669180988E-4	-242101.72535811338	-1212.254500521077
411000	-243321.46228371855	-1219.5250710065031	-242101.93721271204	53373.800221068515	1799623.2863288787	1.0023087844744675E-4	-242101.93721271204	-1214.3300173395621
412000	-243305.14429839337	-1208.4118273709867	-242096.73247102238	46302.72289791794	1662992.7042856005	1.1498457614463597E-4	-242096.73247102238	-1203.1584105589789
413000	-243290.91119677058	-1192.4842547193916	-242098.42694205118	38765.876705704984	1208990.3404639342	1.3780028753703798E-4	-242098.42694205118	-1187.3686636922785
414000	-243288.29812007982	-1186.587656347907	-242101.71046373193	35329.57637445275	1145680.9936395243	1.4898279757629283E-4	-242101.71046373193	-1181.4478262866544
415000	-243292.75292143712	-1193.7475319408495	-242099.00538949628	39183.78034698938	1297954.3847313032	1.366893378969314E-4	-242099.00538949628	-1188.5690317215958
416000	-243287.96047664445	-1177.7278678589557	-242110.2326087855	32490.208402812226	921578.1211939628	1.649058933872935E-4	-242110.2326087855	-1172.7041606202163
417000	-243282.49097279602	-1171.895728809366	-242110.59524398667	32053.70827260303	956067.6093787451	1.7915405679297985E-4	-242110.59524398667	-1166.7524093685233
418000	-243275.5954054106	-1174.9099839840644	-242100.68542142652	30681.212625317876	946893.2242508664	1.737471086743614E-4	-242100.68542142652	-1169.806952084217
419000	-243296.68405620902	-1192.3271906479174	-242104.3568655611	38188.577254245385	922549.3905332958	1.4302611894491886E-4	-242104.3568655611	-1187.4447777489986
420000	-243317.48147446214	-1186.7574107225348	-242130.72406373962	37200.73791539889	1116033.8369431954	1.4590962962879485E-4	-242130.72406373962	-1181.6646420842749
421000	-243308.63131980735	-1183.1525950432476	-242125.4787247641	34753.84179712686	1285962.8595152786	1.5998990076167494E-4	-242125.4787247641	-1177.825976605473
422000	-243307.84242551585	-1183.5655524750014	-242124.27687304086	35206.93593725313	1232514.0553425604	1.5926995823973593E-4	-242124.27687304086	-1178.285895831137
423000	-243338.87700590832	-1219.6590064719203	-242119.2179994364	54643.14431678589	1639018.8325208547	9.940827829540317E-5	-242119.2179994364	-1214.5656732891293
424000	-243336.5290459684	-1212.67339407633	-242123.85565189208	50390.67527284404	1555077.3449298204	1.0626880768870908E-4	-242123.85565189208	-1207.5658969867507
425000	-243330.41819669242	-1218.7027534345318	-242111.71544325788	53244.72329565177	1755881.5240266423	1.0086498622675462E-4	-242111.71544325788	-1213.525999558293
426000	-243314.84904631018	-1215.7070967023847	-242099.1419496078	50581.760394908895	1739854.9201049772	1.0316790267605467E-4	-242099.1419496078	-1210.5169371877948
427000	-243321.4067921961	-1221.869298340866	-242099.53749385523	53639.62286489947	1866379.1367996146	9.486405095549166E-5	-242099.53749385523	-1216.6928532534073
428000	-243306.66657799462	-1213.3880452011724	-242093.27853279345	47463.080270431696	1681307.357887803	1.071249728399622E-4	-242093.27853279345	-1208.1944773977887
429000	-243352.23210921916	-1238.7915756621749	-242113.44053355698	64939.614756860916	1828314.6381422363	7.95975803519984E-5	-242113.44053355698	-1233.8111973876316
430000	-243350.5678680402	-1230.119772887262	-242120.44809515294	61539.911381779755	2207756.9279167647	8.695935011758227E-5	-242120.44809515294	-1224.8623550824652
431000	-243347.57681910417	-1220.4095651364707	-242127.1672539677	52070.82757943422	1894883.7607345309	9.726866379979992E-5	-242127.1672539677	-1215.1929307600353
432000	-243340.95270707717	-1233.1559048728088	-242107.79680220436	60358.58484570183	1571252.3981319298	8.643125599714511E-5	-242107.79680220436	-1228.2446824960132
433000	-243327.8141877776	-1240.6403071552693	-242087.17388062234	67871.24499687004	1679430.6155081198	8.004449793100938E-5	-242087.17388062234	-1235.7392696344646
434000	-243359.90730150384	-1261.4673039659106	-242098.43999753793	89296.88260266457	3046911.324327958	5.7498290584364626E-5	-242098.43999753793	-1256.301420350553
435000	-243379.27812280023	-1282.3298576543516	-242096.94826514588	121474.5058450443	3580813.9506254815	4.4476146388500726E-5	-242096.94826514588	-1277.2593145100316
436000	-243384.4803318255	-1295.48336333586	-242088.99696848964	137930.61868455537	5195585.068042293	3.8066584355097254E-5	-242088.99696848964	-1290.1962172500243
437000	-243379.39361359098	-1281.9383984319766	-242097.455215159	118303.16693886282	4529809.047560787	4.597304977398112E-5	-242097.455215159	-1276.5996632959075
438000	-243383.00810026628	-1281.275887180787	-242101.7322130855	116980.43750937228	4074819.145873235	4.537039442335637E-5	-242101.7322130855	-1276.0562010293381
439000	-243358.71923161237	-1257.4967529801997	-242101.22247863217	84055.44839831951	3114813.9578038105	6.159164427287673E-5	-242101.22247863217	-1252.2400573379475
440000	-243369.01167989412	-1270.0111604321196	-242099.000519462	102616.70614993217	2838531.576509341	5.217661165491121E-5	-242099.000519462	-1265.013239222293
441000	-243344.11255732342	-1245.611795902892	-242098.50076142052	76322.71174850543	2042779.9538798672	7.22543607202687E-5	-242098.50076142052	-1240.6172916190483
442000	-243327.06933837573	-1232.4784209222248	-242094.59091745352	63552.6998300988	2022215.6606213197	8.299262996745039E-5	-242094.59091745352	-1227.35547534195
443000	-243330.32115395853	-1251.7646691134637	-242078.55648484506	77525.516234591	2418711.0774649945	6.542758498338699E-5	-242078.55648484506	-1246.7004903695292
444000	-243360.1416254934	-1271.0256414934656	-242089.11598399992	97235.01191412723	3068036.8633549325	5.1469107528843995E-5	-242089.11598399992	-1265.963621820721
445000	-243376.19169761348	-1266.2954442062453	-242109.89625340723	92455.26248011095	3608402.286634078	5.48722483546671E-5	-242109.89625340723	-1261.0071713854882
446000	-243350.68410460025	-1254.0205589119023	-242096.66354568835	78399.3616367974	2930266.2517686114	6.422698976140047E-5	-242096.66354568835	-1248.783042098471
447000	-243362.64828122157	-1259.5150501921103	-242103.13323102947	83237.81321852288	2391029.865515746	6.0396725013596375E-5	-242103.13323102947	-1254.5423911310652
448000	-243352.1363022855	-1254.768165947484	-242097.36813633802	78259.14363399838	3244251.909592888	6.565315894390799E-5	-242097.36813633802	-1249.4068954426918
449000	-243348.12613496403	-1253.6915470976182	-242094.43458786642	77032.18517887896	3038213.0273668347	6.467861154370692E-5	-242094.43458786642	-1248.4108470070482
450000	-243369.50343657777	-1266.7220239406001	-242102.78141263718	90979.81619273842	3955915.127427868	5.65716846037496E-5	-242102.78141263718	-1261.3113033931957
451000	-243388.8321068375	-1280.7116958986282	-242108.1204109389	118170.06147446325	3505600.823193346	4.636867063578741E-5	-242108.1204109389	-1275.620709944581
452000	-243393.78019816495	-1287.548065687354	-242106.2321324776	121992.5496852894	5067533.422556533	4.343747504740631E-5	-242106.2321324776	-1282.1538889436827
453000	-243389.11392133476	-1288.6756261932155	-242100.43829514156	126367.62802592861	4406289.5918242	4.169942786449932E-5	-242100.43829514156	-1283.4621058118641
454000	-243390.5446762579	-1297.786335935874	-242092.75834032203	138464.30210336522	4543721.909897626	3.682154572451239E-5	-242092.75834032203	-1292.6665063002424
455000	-243413.51959119455	-1320.5151472251798	-242093.00444396937	193673.94587262967	6244852.746100306	2.7728860880628366E-5	-242093.00444396937	-1315.360915881537
456000	-243433.3932583429	-1339.949750529469	-242093.44350781344	248748.41256351874	8656224.634509237	2.189678292838683E-5	-242093.44350781344	-1334.7051321286103
457000	-243438.05048180404	-1349.9268518748252	-242088.1236299292	271478.4799678796	9172414.167951792	1.906716889895149E-5	-242088.1236299292	-1344.7626834049381
458000	-243468.48883059822	-1380.511802453567	-242087.97702814464	385361.3641363547	1.6013686056499252E7	1.3261102516171859E-5	-242087.97702814464	-1375.1535235911065
459000	-243485.46559173855	-1388.9483406586871	-242096.51725107987	435883.42320503196	1.2730051921603737E7	1.1724044282317728E-5	-242096.51725107987	-1383.9427333675385
460000	-243467.3775162662	-1381.4945930906529	-242085.88292317555	402202.88276733743	1.3920178634257792E7	1.2777978735883217E-5	-242085.88292317555	-1376.3135303248487
461000	-243470.12953281504	-1390.716197073049	-242079.413335742	452675.54074769095	1.5448204605257051E7	1.127602770873171E-5	-242079.413335742	-1385.556025252669
462000	-243472.3268611345	-1383.2909686613668	-242089.03589247313	435036.5481705529	1.5025472863142543E7	1.2325807507128045E-5	-242089.03589247313	-1378.0695264740818
463000	-243462.6001875321	-1379.7608478909817	-242082.83933964113	420381.45059265994	1.390844354031291E7	1.3150718538367614E-5	-242082.83933964113	-1374.5518753874921
464000	-243433.66561152338	-1340.1608627384553	-242093.50474878494	252009.81663028378	8377297.020861559	2.1250307395468666E-5	-242093.50474878494	-1334.978966066267
465000	-243435.93171742503	-1339.0542627888449	-242096.87745463618	237935.31920067407	7583555.148818386	2.2113157791663907E-5	-242096.87745463618	-1333.9321078756036
466000	-243427.6651523047	-1347.5658112455621	-242080.09934105913	271412.7644734016	8376594.015326623	1.948112993345868E-5	-242080.09934105913	-1342.4709235544435
467000	-243424.14416595982	-1337.864986794413	-242086.2791791654	244737.8609153958	7487547.065335914	2.2168960249886257E-5	-242086.2791791654	-1332.7530524215758
468000	-243398.67489414167	-1318.7612861583186	-242079.91360798336	190218.07717486826	5828324.438255687	2.843826235336104E-5	-242079.91360798336	-1313.650821098269
469000	-243407.1865445856	-1329.6102979799357	-242077.57624660566	211350.53543360662	6396549.474404563	2.4931396848789252E-5	-242077.57624660566	-1324.5384113527814
470000	-243421.54676898784	-1331.4032729497958	-242090.14349603804	220760.3390020008	7668726.311598184	2.343193375898203E-5	-242090.14349603804	-1326.2120226267011
471000	-243422.4446859611	-1333.3712434081133	-242089.07344255297	218422.60476453742	7452111.563476241	2.3630212989120585E-5	-242089.07344255297	-1328.2002198798787
472000	-243443.90880103424	-1357.4999501847544	-242086.4088508495	292955.05089295015	1.014771443789151E7	1.7238011872221156E-5	-242086.4088508495	-1352.3355847452071
473000	-243443.3619247757	-1354.4080178722206	-242088.95390690348	279861.48799113394	1.0473000596507017E7	1.8200603729818097E-5	-242088.95390690348	-1349.1577625329724
474000	-243457.31180522838	-1351.8098125282668	-242105.50199270013	271409.7303067456	8224657.276871326	1.8766835269494053E-5	-242105.50199270013	-1346.770584670347
475000	-243410.98216332225	-1320.0205933613843	-242090.96156996087	181173.6632763691	6958208.376480069	2.7688439968647774E-5	-242090.96156996087	-1314.7596563409124
476000	-243408.11943179404	-1320.7984102703751	-242087.32102152368	179635.16766209717	6239801.410655013	2.7709703123224352E-5	-242087.32102152368	-1315.6456792686035
477000	-243411.41326671673	-1332.364411242964	-242079.04885547375	202138.9083292378	9261180.465758769	2.4806508019795345E-5	-242079.04885547375	-1326.9274736834295
478000	-243406.4656301355	-1311.5156747320618	-242094.94995540343	160822.58387486983	6051554.156636715	3.085454249452936E-5	-242094.94995540343	-1306.2860756235468
479000	-243420.3098140715	-1318.8963076238335	-242101.41350644766	177420.15509197253	6466935.902058491	2.8299914363152408E-5	-242101.41350644766	-1313.6867464343525
480000	-243425.08467190503	-1323.9722484107308	-242101.1124234943	203074.75029102332	6494449.042822102	2.6369882989802177E-5	-242101.1124234943	-1318.8290780289929
481000	-243440.4307837283	-1343.8452770298147	-242096.5855066985	263647.4368831674	7748544.505913944	2.0606720356772424E-5	-242096.5855066985	-1338.7721547562705
482000	-243437.96271657298	-1343.2705703954327	-242094.69214617755	268197.8722007296	7634440.381167434	2.065695464514863E-5	-242094.69214617755	-1338.2098487065584
483000	-243403.96961857434	-1327.1123879806369	-242076.8572305937	207028.79802776288	6277844.096260234	2.5657589906040508E-5	-242076.8572305937	-1322.0305219252546
484000	-243389.7628485438	-1304.0654173439584	-242085.69743119983	148115.07202404455	4133432.8191333474	3.502767239079372E-5	-242085.69743119983	-1299.0901707023245
485000	-243379.86306650456	-1294.9788480215561	-242084.884218483	130822.85910750304	5452233.2952248305	3.8541121377725534E-5	-242084.884218483	-1289.63109695885
486000	-243372.9419763742	-1291.3175520149612	-242081.62442435924	126090.04640211067	3980384.874332541	3.971969455825409E-5	-242081.62442435924	-1286.254326348972
487000	-243364.75941058627	-1276.8675879960501	-242087.8918225902	109577.60380243605	3380326.62363252	4.778666340826447E-5	-242087.8918225902	-1271.782869064641
488000	-243359.8712055724	-1281.6348486014942	-242078.23635697088	115527.35390451562	3830643.300985181	4.512217042322671E-5	-242078.23635697088	-1276.4824421393178
489000	-243365.2792262678	-1286.7295829673317	-242078.54964330047	121322.7865071078	4558544.8343739705	4.272292491819361E-5	-242078.54964330047	-1281.457843850508
490000	-243385.3839922879	-1305.9469029090992	-242079.4370893788	153373.05274077773	4725955.773581913	3.32815975450834E-5	-242079.4370893788	-1300.8888284705279
491000	-243408.75619435904	-1322.0874874530846	-242086.66870690597	188392.30265766755	5631764.424071519	2.730987423225901E-5	-242086.66870690597	-1317.051816332931
492000	-243403.42831391192	-1316.7588449272905	-242086.66946898462	168643.1289637749	8012272.705953741	3.089213784824602E-5	-242086.66946898462	-1311.2473687599172
493000	-243414.80488834024	-1322.77999384129	-242092.02489449896	188430.38233284728	6725936.182971488	2.7127014153010242E-5	-242092.02489449896	-1317.5734926525342
494000	-243405.39982705985	-1309.4409827891163	-242095.95884427073	165636.1887925227	6196977.601821365	3.18650644446929E-5	-242095.95884427073	-1304.1554108483083
495000	-243375.6848047672	-1281.9225187879056	-242093.7622859793	108332.07039273776	3050723.710348364	4.586615056486673E-5	-242093.7622859793	-1276.9814125588034
496000	-243383.69577851833	-1297.505371154685	-242086.19040736364	137899.17160553267	4231398.483745821	3.7165427157771076E-5	-242086.19040736364	-1292.4474596537912
497000	-243377.1835786059	-1304.8542227419896	-242072.3293558639	148293.12595637882	4275246.982197281	3.417934602049246E-5	-242072.3293558639	-1299.8697593235488
498000	-243337.36670742408	-1263.3357453458052	-242074.03096207828	92341.31883534486	3345347.5814313088	5.766613153009325E-5	-242074.03096207828	-1258.07350472092
499000	-243367.14752462937	-1290.724619448856	-242076.42290518052	128639.47096858313	4591308.024887981	4.006412995363577E-5	-242076.42290518052	-1285.5099730735146
500000	-243355.34738457674	-1268.2256139952385	-242087.1217705815	98586.84746316088	2933380.2277588816	5.475503864582921E-5	-242087.1217705815	-1263.1465891812913
501000	-243352.05616662887	-1260.7254978544474	-242091.33066877443	88619.075643018	2506578.8351391777	5.943517206971356E-5	-242091.33066877443	-1255.7216928714217
502000	-243339.62564122104	-1251.4399942694508	-242088.18564695158	80203.59297746074	2494345.136441678	6.672084946567486E-5	-242088.18564695158	-1246.3254505552936
503000	-243357.85520435858	-1261.7064686883757	-242096.1487356702	92341.06767278831	2953548.016493981	5.820239069797301E-5	-242096.1487356702	-1256.559535092075
504000	-243376.25388617892	-1270.6959197679623	-242105.55796641097	104250.56570661851	2900559.3598601264	5.254316137064452E-5	-242105.55796641097	-1265.6693812136725
505000	-243400.73561529536	-1313.1325717513616	-242087.603043544	177938.53443687226	5966396.944524733	3.0266497097683767E-5	-242087.603043544	-1307.936387138609
506000	-243408.05370981045	-1306.1284416318094	-242101.92526817863	163215.52543896515	4373812.058251937	3.358408133109582E-5	-242101.92526817863	-1301.1387544936163
507000	-243389.88551795154	-1296.3134893110016	-242093.57202864054	139534.73238910257	5123332.7420840105	3.856273047009029E-5	-242093.57202864054	-1291.0273978793407
508000	-243379.53508010085	-1293.0823362977976	-242086.45274380303	131219.0458549853	4092494.9607192804	3.9127571141085144E-5	-242086.45274380303	-1288.0063541361133
509000	-243369.49110565687	-1283.9604643190103	-242085.53064133786	114879.12436867207	4106881.1197069823	4.42038389588775E-5	-242085.53064133786	-1278.7589887906433
510000	-243346.82320037173	-1263.4001589155405	-242083.42304145618	87738.09064007178	3074555.6706520924	5.64903349528047E-5	-242083.42304145618	-1258.2429289613344
511000	-243346.6825485261	-1261.9910272821037	-242084.69152124398	84871.11919298199	3294022.9074925417	5.743515913369972E-5	-242084.69152124398	-1256.7482610517957
512000	-243370.22940847886	-1268.8147160811466	-242101.41469239772	93992.3985076657	3087255.963166481	5.33653744753559E-5	-242101.41469239772	-1263.7102713049985
513000	-243387.74710511978	-1278.6562334673147	-242109.09087165247	108321.192273473	3261636.654602894	4.70218208396764E-5	-242109.09087165247	-1273.6233925894742
514000	-243369.9619637781	-1267.9491448052252	-242102.01281897287	96764.86070231801	2952414.878423991	5.3735651926604775E-5	-242102.01281897287	-1262.8824446764181
515000	-243365.66227846238	-1263.9893861072412	-242101.67289235513	89949.18196458598	3111129.6543084653	5.647924993762333E-5	-242101.67289235513	-1258.820526901151
516000	-243375.70099147505	-1277.8779891196207	-242097.82300235544	111074.51570940786	4025001.531874446	4.815506199497247E-5	-242097.82300235544	-1272.6110375657436
517000	-243364.65048333353	-1263.3970591795742	-242101.25342415395	92405.32937767648	3289365.178601038	5.7761372276545045E-5	-242101.25342415395	-1258.1500443356947
518000	-243345.5034357174	-1264.840235856238	-242080.66319986116	97744.78958882423	2891211.1536308737	5.502905233231889E-5	-242080.66319986116	-1259.7706990876084
519000	-243355.86477969223	-1260.2919704427648	-242095.57280924945	87184.75925083019	3149272.2409401173	5.9880689425727745E-5	-242095.57280924945	-1255.052444978301
520000	-243361.84100558286	-1284.8829217704156	-242076.95808381244	119486.72712453782	4756905.155952415	4.4181448560317E-5	-242076.95808381244	-1279.5350195058018
521000	-243368.19811747485	-1292.3785507389543	-242075.8195667359	137449.89734651765	4392064.032089937	3.93102960272594E-5	-242075.8195667359	-1287.2272649856084
522000	-243380.7727668145	-1298.599278696777	-242082.17348811773	145061.36928389195	4405845.92991637	3.633034938480288E-5	-242082.17348811773	-1293.5236929540877
523000	-243375.58252951593	-1289.1772321936621	-242086.40529732226	129246.76681087699	3957572.896932718	4.126302672502074E-5	-242086.40529732226	-1284.0816343987926
524000	-243344.59907903368	-1267.0366676980786	-242077.5624113356	106329.1110265391	3078160.9350551777	5.30038275574913E-5	-242077.5624113356	-1261.9419712494255
525000	-243336.65153372558	-1254.2313729378088	-242082.42016078776	82523.63676717694	2904181.0227298616	6.323660126430512E-5	-242082.42016078776	-1249.01833823969
526000	-243351.94961074664	-1263.6868890375392	-242088.2627217091	93698.01823821597	2564339.7912739594	5.634246453700609E-5	-242088.2627217091	-1258.7137394778713
527000	-243346.9809019552	-1254.6885918383375	-242092.29231011684	77828.10327555118	2730201.8973400854	6.255578158525297E-5	-242092.29231011684	-1249.5481576127452
528000	-243336.9274512972	-1251.320402109107	-242085.6070491881	73928.80667181555	2548679.8253634255	6.71488371964747E-5	-242085.6070491881	-1246.1779149932302
529000	-243350.8112879943	-1260.5728454784178	-242090.23844251587	83141.56741093271	3142153.6059680283	5.9749858613228056E-5	-242090.23844251587	-1255.3377702273172
530000	-243382.40827047688	-1297.2323273611612	-242085.17594311573	132074.11287906315	4455997.462077002	3.7160050422292714E-5	-242085.17594311573	-1292.1228421572464
531000	-243404.62827732434	-1309.7142934615492	-242094.9139838628	157675.45131094105	4453149.934629696	3.232142276654486E-5	-242094.9139838628	-1304.7449515113744
532000	-243416.42741145598	-1327.5463389786823	-242088.8810724773	201762.62763284318	7368198.35629265	2.5313622094838028E-5	-242088.8810724773	-1322.3178230852138
533000	-243415.03166408942	-1322.6141457829167	-242092.4175183065	191343.95269550063	6024778.352919274	2.6736554652912693E-5	-242092.4175183065	-1317.5322333749302
534000	-243432.29591496868	-1326.8691106883823	-242105.4268042803	194471.85888100113	7926896.843040633	2.594052076546693E-5	-242105.4268042803	-1321.5430427935223
535000	-243436.2326806577	-1328.2641408193547	-242107.96853983836	198665.10989831318	7864777.647086642	2.533561456925767E-5	-242107.96853983836	-1322.969535458084
536000	-243419.25709912868	-1315.6982717945905	-242103.55882733408	167514.94046176097	5261793.959984593	2.9803048651077876E-5	-242103.55882733408	-1310.6431890769502
537000	-243382.39334224953	-1301.3977587535649	-242080.99558349597	140035.69519792782	5083773.286383527	3.500970787022118E-5	-242080.99558349597	-1296.216079604033
538000	-243398.02496806535	-1298.7657322017549	-242099.2592358636	132824.0010856913	5298572.035555413	3.7127967733838355E-5	-242099.2592358636	-1293.483924311866
539000	-243417.93878826548	-1326.4736127735798	-242091.4651754919	190201.83595396037	6821176.490618955	2.6110544646474692E-5	-242091.4651754919	-1321.2912415684636
540000	-243414.4841894406	-1337.9350005320052	-242076.5491889086	235125.8417197191	8924079.194299826	2.2531901041395567E-5	-242076.5491889086	-1332.6313152520602
541000	-243416.923786455	-1345.2120201681953	-242071.7117662868	260063.0650231729	9486873.619844753	2.0073973309587046E-5	-242071.7117662868	-1339.9626869334872
542000	-243405.55703773597	-1332.7912874019974	-242072.76575033396	212199.16779904964	8178013.882032345	2.4011941230602997E-5	-242072.76575033396	-1327.5112868246858
543000	-243407.10596991985	-1328.8699827094943	-242078.23598721036	192898.26419617145	5162754.97593183	2.5167453157154706E-5	-242078.23598721036	-1324.0029607440395
544000	-243408.2907176215	-1329.1952496690346	-242079.0954679525	202016.35079196512	6500534.39851299	2.4829064405564387E-5	-242079.0954679525	-1324.111350361548
545000	-243402.20389206437	-1319.6426507843544	-242082.56124128003	182680.2875144428	5246074.248610488	2.8035587849984133E-5	-242082.56124128003	-1314.6516960518463
546000	-243380.44577862413	-1309.365782947786	-242071.07999567635	159059.65894945603	5386547.818506978	3.131462897790426E-5	-242071.07999567635	-1304.2377928791566
547000	-243386.5456042474	-1300.2113956986466	-242086.33420854874	142010.2866109786	4725186.928806856	3.483742982924074E-5	-242086.33420854874	-1295.1077961982558
548000	-243396.5504718481	-1327.9402741760632	-242068.61019767204	199217.18908757603	5907571.904630011	2.516486309050042E-5	-242068.61019767204	-1322.9385905745648
